uf;ano;nom_cnaediv.x;nom_cnaediv;cod_cnaediv;empresa;emprego;Massa Salarial;salario;rlv;rlv_def;mass_sal_def;salario_def;tam_empr;pr;ql;hhm;empresa_norm1;emprego_norm;rlv_def_norm;mass_sal_def_norm;salario_def_norm;tam_empr_norm;pr_norm;ql_norm;hhm_norm
Rio de Janeiro;2007;fabrica_o_de_produtos_t_xteis;Fabricação de produtos têxteis;13;342;9711;7142098.32;735.4647637;657691;1360740.553;13919964.35;1433.422341;28.39473684;0.03;0.32519305;-0.066;-0.010;-0.077;-0.067;-0.087;0.118;-0.001;0.000;0.000;0.000
Rio de Janeiro;2007;confec_o_de_artigos_do_vestu_rio_e_acess_rios;Confecção de artigos do vestuário e acessórios;14;3191;47168;26855994.8;569.3689535;1165761;2411920.29;52342389.25;1109.701265;14.78157317;0.08;0.793183441;-0.020;1.239;1.159;0.049;0.362;0.103;0.003;0.000;0.000;0.000
Rio de Janeiro;2007;prepara_o_de_couros_e_fabrica_o_de_artefatos_de_couro_artigos_para_viagem_e_cal_ados;Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados;15;221;4466;3000422.18;671.8365831;165268;341933.932;5847829.017;1309.410886;20.2081448;0.01;0.116134497;-0.086;-0.236;-0.478;-0.133;-0.177;0.075;-0.018;0.000;-0.001;0.000
Rio de Janeiro;2007;fabrica_o_de_produtos_de_madeira;Fabricação de produtos de madeira;16;359;2891;1928585.6;667.099827;67569;139797.9878;3758817.312;1300.178939;8.052924791;0.01;0.132323175;-0.085;-0.211;-0.255;-0.099;-0.115;0.026;-0.003;0.000;-0.001;0.000
Rio de Janeiro;2007;fabrica_o_de_celulose_papel_e_produtos_de_papel;Fabricação de celulose, papel e produtos de papel;17;239;8174;7787564.91;952.7238696;1025477;2121677.413;15177980.07;1856.860787;34.20083682;0.05;0.52847303;-0.046;0.067;0.108;-0.124;-0.041;-0.217;0.008;0.000;0.000;0.000
Rio de Janeiro;2007;impress_o_e_reprodu_o_de_grava_es;Impressão e reprodução de gravações;18;900;10588;16213478.74;1531.307021;1222269;2528833.441;31600103.5;2984.520542;11.76444444;0.10;1.021766147;0.002;0.408;0.314;0.161;0.316;1.201;0.004;0.000;0.000;0.000
Rio de Janeiro;2007;fabrica_o_de_coque_de_produtos_derivados_do_petr_leo_e_de_biocombust_veis;Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis;19;20;3147;17473770.31;5552.516781;24256537;50185959;34056414.37;10821.86666;157.35;0.03;0.299098179;-0.068;0.001;-0.040;3.615;0.294;6.185;-0.055;0.000;-0.001;0.000
Rio de Janeiro;2007;fabrica_o_de_produtos_qu_micos;Fabricação de produtos químicos;20;555;19369;39069687.13;2017.124639;8638596;17872964.5;76146900.79;3931.380081;34.8990991;0.08;0.825014898;-0.017;0.204;0.493;0.605;0.546;1.137;0.012;0.000;0.000;0.000
Rio de Janeiro;2007;fabrica_o_de_produtos_farmoqu_micos_e_farmac_uticos;Fabricação de produtos farmoquímicos e farmacêuticos;21;126;8833;27375271.53;3099.204294;3669274;7591604.463;53354460.67;6040.355561;70.1031746;0.10;1.06774813;0.007;0.073;0.268;0.511;0.505;3.245;0.037;0.000;0.001;0.000
Rio de Janeiro;2007;fabrica_o_de_produtos_de_borracha_e_de_material_pl_stico;Fabricação de produtos de borracha e de material plástico;22;760;21900;29600270.84;1351.610541;3037543;6284574.277;57690988.91;2634.291731;28.81578947;0.05;0.556958367;-0.043;0.206;0.328;0.199;0.330;0.915;0.005;0.000;0.000;0.000
Rio de Janeiro;2007;fabrica_o_de_produtos_de_minerais_n_o_met_licos;Fabricação de produtos de minerais não-metálicos;23;1161;19580;19308894.07;986.1539362;2295216;4748724.687;37633074.36;1922.016055;16.86477175;0.06;0.58412761;-0.041;0.320;0.323;0.162;0.207;0.421;0.000;0.000;0.000;0.000
Rio de Janeiro;2007;metalurgia;Metalurgia;24;318;20290;45195318.71;2227.467655;12140972;25119262.62;88085769.37;4341.339052;63.80503145;0.08;0.835718595;-0.016;0.119;0.522;1.453;0.754;1.455;0.026;0.000;0.000;0.000
Rio de Janeiro;2007;fabrica_o_de_produtos_de_metal_exceto_m_quinas_e_equipamentos;Fabricação de produtos de metal, exceto máquinas e equipamentos;25;1368;25118;31219667.57;1242.92012;3188590;6597085.438;60847196.48;2422.453877;18.36111111;0.06;0.569048528;-0.042;0.233;0.394;0.230;0.318;0.720;0.007;0.000;0.000;0.000
Rio de Janeiro;2007;fabrica_o_de_equipamentos_de_inform_tica_produtos_eletr_nicos_e_pticos;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;26;152;2877;6065921.86;2108.419138;340997;705511.321;11822494.21;4109.313248;18.92763158;0.02;0.191517507;-0.079;0.030;-0.133;-0.309;-0.085;1.774;-0.011;0.000;-0.001;0.000
Rio de Janeiro;2007;fabrica_o_de_m_quinas_aparelhos_e_materiais_el_tricos;Fabricação de máquinas, aparelhos e materiais elétricos;27;152;3555;4783256.21;1345.501044;674794;1396126.084;9322576.218;2622.384309;23.38815789;0.02;0.190205932;-0.079;0.002;-0.167;-0.167;-0.172;0.783;-0.007;0.000;0.000;0.000
Rio de Janeiro;2007;fabrica_o_de_m_quinas_e_equipamentos;Fabricação de máquinas e equipamentos;28;390;12759;27477623.12;2153.587516;1383560;2862539.094;53553944.13;4197.346511;32.71538462;0.04;0.395928868;-0.059;-0.039;0.024;-0.257;0.162;1.744;0.011;0.000;0.000;0.000
Rio de Janeiro;2007;fabrica_o_de_ve_culos_automotores_reboques_e_carrocerias;Fabricação de veículos automotores, reboques e carrocerias;29;180;11555;19980032.28;1729.124386;8959977;18537890.98;38941124.12;3370.066994;64.19444444;0.03;0.271830535;-0.071;-0.001;-0.217;0.520;-0.414;0.997;0.028;0.000;0.000;0.000
Rio de Janeiro;2007;fabrica_o_de_outros_equipamentos_de_transporte_exceto_ve_culos_automotores;Fabricação de outros equipamentos de transporte, exceto veículos automotores;30;121;17550;32304227.65;1840.696732;1580149;3269275.121;62961006.31;3587.521727;145.0413223;0.23;2.361500142;0.133;0.075;0.694;0.106;0.699;1.584;0.097;0.000;0.001;0.000
Rio de Janeiro;2007;fabrica_o_de_m_veis;Fabricação de móveis;31;544;6796;4702725.66;691.9843526;250186;517626.4171;9165622.01;1348.67893;12.49264706;0.03;0.309025604;-0.067;-0.043;-0.074;-0.065;-0.050;0.106;0.001;0.000;0.000;0.000
Rio de Janeiro;2007;fabrica_o_de_produtos_diversos;Fabricação de produtos diversos;32;437;10316;12405730.79;1202.57181;916488;1896182.839;24178794.89;2343.814937;23.60640732;0.09;0.935278308;-0.006;0.149;0.289;0.096;0.217;0.915;0.013;0.000;0.000;0.000
Rio de Janeiro;2007;manuten_o_repara_o_e_instala_o_de_m_quinas_e_equipamentos;Manutenção, reparação e instalação de máquinas e equipamentos;33;785;15642;29552138.6;1889.281332;3641352;7533834.784;57597179.08;3682.213213;19.92611465;0.16;1.621589081;0.061;0.434;0.565;0.613;0.658;1.468;0.010;0.000;0.001;0.000
São Paulo;2019;fabrica_o_de_produtos_aliment_cios;Fabricação de produtos alimentícios;10;8677;368062;1083524115;2943.863031;151164790;151164780.4;1083524045;2943.862842;42.41811686;0.23;0.813957306;-0.053;5.926;14.599;11.551;13.495;1.014;0.014;0.000;0.000;0.000
São Paulo;2019;fabrica_o_de_bebidas;Fabricação de bebidas;11;499;29787;140019184.4;4700.680981;28645676;28645674.19;140019175.4;4700.680681;59.69338677;0.25;0.866058776;-0.038;0.331;1.195;2.276;1.781;2.052;0.017;0.000;0.000;0.000
São Paulo;2019;fabrica_o_de_produtos_do_fumo;Fabricação de produtos do fumo;12;18;427;1071800.95;2510.072482;80730;80729.99489;1071800.881;2510.072322;23.72222222;0.05;0.1717525;-0.237;0.009;0.005;-0.043;-0.007;0.820;-0.002;0.000;-0.001;0.000
São Paulo;2019;fabrica_o_de_produtos_t_xteis;Fabricação de produtos têxteis;13;3002;86909;206305189.4;2373.806963;18001597;18001595.86;206305176.2;2373.806812;28.95036642;0.35;1.225239556;0.065;2.289;3.666;1.470;2.640;0.707;0.009;0.000;0.001;0.000
São Paulo;2019;confec_o_de_artigos_do_vestu_rio_e_acess_rios;Confecção de artigos do vestuário e acessórios;14;11092;125273;218469646.4;1743.948388;14261330;14261329.1;218469632.5;1743.948277;11.29399567;0.24;0.82278866;-0.051;8.184;4.979;1.127;2.649;0.379;0.001;0.000;0.000;0.000
São Paulo;2019;prepara_o_de_couros_e_fabrica_o_de_artefatos_de_couro_artigos_para_viagem_e_cal_ados;Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados;15;2703;41821;73487736.19;1757.197011;5237613;5237612.668;73487731.49;1757.196898;15.47206807;0.13;0.461828026;-0.154;2.031;1.420;0.348;0.779;0.224;-0.026;0.000;0.000;0.000
São Paulo;2019;fabrica_o_de_produtos_de_madeira;Fabricação de produtos de madeira;16;1548;21565;50083709.62;2322.453495;4889923;4889922.69;50083706.42;2322.453347;13.93087855;0.14;0.488740674;-0.147;0.943;0.748;0.349;0.553;0.620;0.003;0.000;-0.001;0.000
São Paulo;2019;fabrica_o_de_celulose_papel_e_produtos_de_papel;Fabricação de celulose, papel e produtos de papel;17;1558;66974;271799865.6;4058.28927;38744258;38744255.55;271799848.2;4058.289011;42.98716303;0.39;1.362651628;0.104;1.215;2.858;3.166;3.529;1.335;0.011;0.000;0.001;0.000
São Paulo;2019;impress_o_e_reprodu_o_de_grava_es;Impressão e reprodução de gravações;18;2919;35043;98115743.89;2799.867132;6395138;6395137.595;98115737.62;2799.866953;12.00513875;0.37;1.289682982;0.083;2.132;1.487;0.529;1.266;0.877;0.006;0.000;0.001;0.000
São Paulo;2019;fabrica_o_de_coque_de_produtos_derivados_do_petr_leo_e_de_biocombust_veis;Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis;19;176;44082;199595597.6;4527.825362;128280611;128280602.9;199595584.8;4527.825073;250.4659091;0.30;1.056426456;0.016;0.135;1.824;10.486;2.357;-0.489;0.004;0.000;0.000;0.000
São Paulo;2019;fabrica_o_de_produtos_qu_micos;Fabricação de produtos químicos;20;3317;130144;676634023.4;5199.11808;150819852;150819842.4;676633980.1;5199.117747;39.23545372;0.49;1.697981662;0.200;2.590;5.669;12.572;8.935;1.921;0.018;0.000;0.001;0.000
São Paulo;2019;fabrica_o_de_produtos_farmoqu_micos_e_farmac_uticos;Fabricação de produtos farmoquímicos e farmacêuticos;21;307;58889;453441168.4;7699.929841;44831024;44831021.16;453441139.4;7699.929348;191.8208469;0.56;1.956265645;0.274;0.243;2.593;3.854;6.072;4.485;0.116;0.001;0.002;0.000
São Paulo;2019;fabrica_o_de_produtos_de_borracha_e_de_material_pl_stico;Fabricação de produtos de borracha e de material plástico;22;5578;177656;538052506.4;3028.619953;57527698;57527694.36;538052472;3028.61976;31.84940839;0.45;1.553889926;0.159;4.399;7.680;4.820;7.041;0.921;0.009;0.000;0.001;0.000
São Paulo;2019;fabrica_o_de_produtos_de_minerais_n_o_met_licos;Fabricação de produtos de minerais não-metálicos;23;4562;93100;270993283.7;2910.776409;28723933;28723931.18;270993266.3;2910.776223;20.40771591;0.26;0.920496556;-0.023;3.131;3.774;2.326;3.404;0.893;0.007;0.000;0.000;0.000
São Paulo;2019;metalurgia;Metalurgia;24;1181;48577;208928299.6;4300.971645;49535868;49535864.86;208928286.2;4300.97137;41.13209145;0.24;0.840408549;-0.046;0.924;1.938;3.747;2.546;1.384;-0.016;0.000;0.000;0.000
São Paulo;2019;fabrica_o_de_produtos_de_metal_exceto_m_quinas_e_equipamentos;Fabricação de produtos de metal, exceto máquinas e equipamentos;25;10710;156514;454127892.3;2901.516109;37496117;37496114.63;454127863.3;2901.515924;14.61381886;0.39;1.345717658;0.099;8.097;6.671;3.062;5.868;0.808;0.005;0.000;0.001;0.000
São Paulo;2019;fabrica_o_de_equipamentos_de_inform_tica_produtos_eletr_nicos_e_pticos;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;26;1402;48646;183791021.6;3778.132254;51118439;51118435.76;183791009.9;3778.132012;34.69757489;0.43;1.509779821;0.146;1.116;2.097;4.276;2.404;1.545;0.015;0.000;0.001;0.000
São Paulo;2019;fabrica_o_de_m_quinas_aparelhos_e_materiais_el_tricos;Fabricação de máquinas, aparelhos e materiais elétricos;27;1947;73890;285483975.3;3863.634799;37386229;37386226.63;285483957.1;3863.634552;37.95069337;0.40;1.399762367;0.115;1.548;3.162;3.107;3.724;1.326;-0.010;0.000;0.001;0.000
São Paulo;2019;fabrica_o_de_m_quinas_e_equipamentos;Fabricação de máquinas e equipamentos;28;5637;155030;654101484;4219.192956;69117887;69117882.62;654101442.2;4219.192687;27.50221749;0.47;1.644722754;0.185;4.456;6.736;5.832;8.585;1.519;0.009;0.000;0.001;0.000
São Paulo;2019;fabrica_o_de_ve_culos_automotores_reboques_e_carrocerias;Fabricação de veículos automotores, reboques e carrocerias;29;2291;217792;1039588713;4773.309914;152080439;152080429.4;1039588646;4773.309609;95.06416412;0.52;1.820568308;0.235;1.788;9.540;12.747;13.770;1.937;0.062;0.000;0.001;0.000
São Paulo;2019;fabrica_o_de_outros_equipamentos_de_transporte_exceto_ve_culos_automotores;Fabricação de outros equipamentos de transporte, exceto veículos automotores;30;358;22607;131981221.5;5838.068804;11017449;11017448.3;131981213;5838.068431;63.14804469;0.37;1.287287307;0.082;0.273;0.959;0.894;1.724;2.883;0.015;0.000;0.000;0.000
São Paulo;2019;fabrica_o_de_m_veis;Fabricação de móveis;31;3873;52282;114433791.6;2188.779917;9296391;9296390.411;114433784.3;2188.779777;13.49909631;0.23;0.800946802;-0.057;2.709;2.067;0.726;1.381;0.480;0.004;0.000;0.000;0.000
São Paulo;2019;fabrica_o_de_produtos_diversos;Fabricação de produtos diversos;32;3901;65576;170838572.7;2605.199657;13923368;13923367.12;170838561.8;2605.19949;16.81004871;0.44;1.52685317;0.151;2.944;2.830;1.161;2.233;0.817;0.009;0.000;0.001;0.000
São Paulo;2019;manuten_o_repara_o_e_instala_o_de_m_quinas_e_equipamentos;Manutenção, reparação e instalação de máquinas e equipamentos;33;7378;60582;182617724.7;3014.389171;8615117;8615116.454;182617713.1;3014.388978;8.211168338;0.31;1.09127262;0.026;5.629;2.518;0.665;2.299;0.754;0.001;0.000;0.000;0.000
São Paulo;2018;fabrica_o_de_produtos_aliment_cios;Fabricação de produtos alimentícios;10;8479;362266;1039840244;2870.37769;156445205;167569060.6;1078657164;2977.528016;42.72508551;0.24;0.837498387;-0.046;5.767;14.422;12.907;13.443;0.976;0.015;0.000;0.000;0.000
São Paulo;2018;fabrica_o_de_bebidas;Fabricação de bebidas;11;477;28099;108538094.1;3862.703089;23179721;24827888.29;112589788.1;4006.89662;58.90775681;0.24;0.831066731;-0.048;0.320;1.117;1.948;1.408;1.443;0.012;0.000;0.000;0.000
São Paulo;2018;fabrica_o_de_produtos_do_fumo;Fabricação de produtos do fumo;12;17;319;790864.64;2479.199498;101735;108968.7497;820387.3764;2571.747262;18.76470588;0.03;0.118647621;-0.250;0.009;-0.001;-0.038;-0.011;0.729;-0.011;0.000;-0.001;0.000
São Paulo;2018;fabrica_o_de_produtos_t_xteis;Fabricação de produtos têxteis;13;3021;87855;202937264.8;2309.911386;17426079;18665140.22;210512851.2;2396.139675;29.08142999;0.35;1.226914364;0.064;2.299;3.702;1.525;2.692;0.694;0.010;0.000;0.001;0.000
São Paulo;2018;confec_o_de_artigos_do_vestu_rio_e_acess_rios;Confecção de artigos do vestuário e acessórios;14;11841;130555;224482460.5;1719.44744;11919362;12766874.47;232862322.5;1783.63389;11.02567351;0.24;0.848493102;-0.043;8.749;5.210;0.990;2.837;0.395;0.001;0.000;0.000;0.000
São Paulo;2018;prepara_o_de_couros_e_fabrica_o_de_artefatos_de_couro_artigos_para_viagem_e_cal_ados;Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados;15;2919;46449;80700314.73;1737.396171;5757280;6166644.744;83712832.93;1802.252641;15.91264132;0.14;0.502403349;-0.141;2.197;1.622;0.420;0.906;0.250;-0.023;0.000;0.000;0.000
São Paulo;2018;fabrica_o_de_produtos_de_madeira;Fabricação de produtos de madeira;16;1575;22106;50781921.57;2297.200831;5112719;5476252.979;52677595.25;2382.954639;14.03555556;0.14;0.484024281;-0.147;0.948;0.762;0.395;0.581;0.644;0.004;0.000;-0.001;0.000
São Paulo;2018;fabrica_o_de_celulose_papel_e_produtos_de_papel;Fabricação de celulose, papel e produtos de papel;17;1565;65326;248538099.1;3804.581623;37956702;40655569.45;257815950.7;3946.605497;41.74185304;0.38;1.335903555;0.095;1.219;2.780;3.310;3.331;1.218;0.008;0.000;0.001;0.000
São Paulo;2018;impress_o_e_reprodu_o_de_grava_es;Impressão e reprodução de gravações;18;3101;36761;102515660.1;2788.707056;6333951;6784319.269;106342538.5;2892.808642;11.85456304;0.37;1.300830826;0.085;2.267;1.560;0.562;1.371;0.886;0.006;0.000;0.001;0.000
São Paulo;2018;fabrica_o_de_coque_de_produtos_derivados_do_petr_leo_e_de_biocombust_veis;Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis;19;178;41086;188802016.1;4595.288325;112838207;120861437.4;195849937.9;4766.82904;230.8202247;0.29;1.037414623;0.011;0.136;1.694;9.826;2.307;-0.601;-0.007;0.000;0.000;0.000
São Paulo;2018;fabrica_o_de_produtos_qu_micos;Fabricação de produtos químicos;20;3306;131023;698518997.9;5331.270067;144018745;154259031.5;724594499.7;5530.284757;39.63188143;0.48;1.70550036;0.200;2.580;5.706;12.860;9.578;2.178;0.018;0.000;0.001;0.000
São Paulo;2018;fabrica_o_de_produtos_farmoqu_micos_e_farmac_uticos;Fabricação de produtos farmoquímicos e farmacêuticos;21;314;54578;395106351.7;7239.297001;40406399;43279449.33;409855551.6;7509.537756;173.8152866;0.54;1.88884816;0.253;0.247;2.396;3.721;5.477;4.171;0.112;0.000;0.001;0.000
São Paulo;2018;fabrica_o_de_produtos_de_borracha_e_de_material_pl_stico;Fabricação de produtos de borracha e de material plástico;22;5655;179129;532279552.6;2971.487322;53653674;57468656.51;552149386.3;3082.41204;31.67621574;0.44;1.55902377;0.159;4.460;7.740;4.806;7.215;0.879;0.008;0.000;0.001;0.000
São Paulo;2018;fabrica_o_de_produtos_de_minerais_n_o_met_licos;Fabricação de produtos de minerais não-metálicos;23;4639;93184;263141241.7;2823.888668;26409918;28287764.71;272964224.2;2929.303573;20.08708773;0.26;0.916497384;-0.024;3.177;3.769;2.283;3.421;0.878;0.007;0.000;0.000;0.000
São Paulo;2018;metalurgia;Metalurgia;24;1250;51043;213967725.9;4191.911249;51196364;54836622.32;221955076;4348.39402;40.8344;0.25;0.874973992;-0.036;0.976;2.048;4.183;2.713;1.323;-0.008;0.000;0.000;0.000
São Paulo;2018;fabrica_o_de_produtos_de_metal_exceto_m_quinas_e_equipamentos;Fabricação de produtos de metal, exceto máquinas e equipamentos;25;10926;156057;444439943.6;2847.933406;34308610;36748084.08;461030751.5;2954.245894;14.28308622;0.39;1.374956317;0.107;8.253;6.661;3.008;5.954;0.787;0.006;0.000;0.001;0.000
São Paulo;2018;fabrica_o_de_equipamentos_de_inform_tica_produtos_eletr_nicos_e_pticos;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;26;1464;51271;201324539.9;3926.674727;50634376;54234674.82;208839923.8;4073.2563;35.02117486;0.43;1.523489546;0.149;1.166;2.211;4.553;2.734;1.677;0.014;0.000;0.001;0.000
São Paulo;2018;fabrica_o_de_m_quinas_aparelhos_e_materiais_el_tricos;Fabricação de máquinas, aparelhos e materiais elétricos;27;1966;68922;234144274.2;3397.235632;31964869;34237694.09;242884808.8;3524.053405;35.05696846;0.40;1.412526566;0.117;1.563;2.950;2.832;3.148;1.083;-0.008;0.000;0.001;0.000
São Paulo;2018;fabrica_o_de_m_quinas_e_equipamentos;Fabricação de máquinas e equipamentos;28;5710;155869;649946646.4;4169.826241;64026368;68578888.94;674208957;4325.484587;27.29754816;0.47;1.660053833;0.188;4.512;6.772;5.790;8.844;1.337;0.010;0.000;0.001;0.000
São Paulo;2018;fabrica_o_de_ve_culos_automotores_reboques_e_carrocerias;Fabricação de veículos automotores, reboques e carrocerias;29;2272;221282;1067804598;4825.537542;159537183;170880890.1;1107665419;5005.67339;97.39524648;0.53;1.865978156;0.246;1.771;9.705;14.417;14.693;2.178;0.064;0.000;0.001;0.000
São Paulo;2018;fabrica_o_de_outros_equipamentos_de_transporte_exceto_ve_culos_automotores;Fabricação de outros equipamentos de transporte, exceto veículos automotores;30;344;26865;173837854;6470.793002;18470471;19783792.5;180327168.2;6712.345736;78.09593023;0.41;1.441340239;0.125;0.261;1.152;1.658;2.376;3.511;0.030;0.000;0.000;0.000
São Paulo;2018;fabrica_o_de_m_veis;Fabricação de móveis;31;3937;53763;117041262.4;2176.985333;7663737;8208658.167;121410377.2;2258.251533;13.65582931;0.23;0.814907392;-0.053;2.744;2.129;0.632;1.467;0.469;0.004;0.000;0.000;0.000
São Paulo;2018;fabrica_o_de_produtos_diversos;Fabricação de produtos diversos;32;3924;64657;164578157.1;2545.403547;12235703;13105708.53;170721809.7;2640.422687;16.47731906;0.45;1.567746265;0.161;2.966;2.795;1.088;2.236;0.834;0.009;0.000;0.001;0.000
São Paulo;2018;manuten_o_repara_o_e_instala_o_de_m_quinas_e_equipamentos;Manutenção, reparação e instalação de máquinas e equipamentos;33;7231;56257;170706041;3034.396448;7725045;8274325.401;177078445.6;3147.669545;7.779975107;0.31;1.105981224;0.030;5.526;2.340;0.621;2.229;0.747;0.001;0.000;0.000;0.000
São Paulo;2017;fabrica_o_de_produtos_aliment_cios;Fabricação de produtos alimentícios;10;7927;364925;1041015787;2852.684214;151781113;173847242.6;1119452450;3067.623346;46.03570077;0.24;0.842630805;-0.045;5.331;14.540;13.449;13.977;1.039;0.017;0.000;0.000;0.000
São Paulo;2017;fabrica_o_de_bebidas;Fabricação de bebidas;11;435;29164;111854879.6;3835.375107;23187900;26558986.14;120282728.3;4124.356338;67.04367816;0.25;0.864184522;-0.039;0.292;1.167;2.103;1.513;1.519;0.019;0.000;0.000;0.000
São Paulo;2017;fabrica_o_de_produtos_do_fumo;Fabricação de produtos do fumo;12;18;329;755337.59;2295.858936;81316;93137.82262;812249.4646;2468.843357;18.27777778;0.03;0.122720931;-0.249;0.009;-0.001;-0.041;-0.012;0.583;-0.007;0.000;-0.001;0.000
São Paulo;2017;fabrica_o_de_produtos_t_xteis;Fabricação de produtos têxteis;13;3069;90107;203431198.9;2257.662545;16270885;18636366.78;218758982.2;2427.76901;29.36037797;0.35;1.235127277;0.067;2.332;3.800;1.524;2.799;0.698;0.012;0.000;0.001;0.000
São Paulo;2017;confec_o_de_artigos_do_vestu_rio_e_acess_rios;Confecção de artigos do vestuário e acessórios;14;12498;139711;233901096.7;1674.178102;9936145;11380674.29;251524673.4;1800.321187;11.17866859;0.25;0.865828382;-0.038;9.247;5.594;0.858;3.076;0.401;0.001;0.000;0.000;0.000
São Paulo;2017;prepara_o_de_couros_e_fabrica_o_de_artefatos_de_couro_artigos_para_viagem_e_cal_ados;Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados;15;3108;50820;84339133.01;1659.565781;5984844;6854928.168;90693772.61;1784.607883;16.35135135;0.15;0.541823011;-0.130;2.340;1.819;0.469;0.999;0.227;-0.022;0.000;0.000;0.000
São Paulo;2017;fabrica_o_de_produtos_de_madeira;Fabricação de produtos de madeira;16;1617;22133;49711812.76;2246.049463;4167223;4773059.135;53457412.73;2415.280926;13.68769326;0.14;0.48420208;-0.146;0.957;0.762;0.340;0.591;0.664;0.004;0.000;-0.001;0.000
São Paulo;2017;fabrica_o_de_celulose_papel_e_produtos_de_papel;Fabricação de celulose, papel e produtos de papel;17;1587;67390;259790223;3855.026309;34934116;40012881.84;279364448.8;4145.488186;42.46376812;0.40;1.396802665;0.113;1.237;2.881;3.293;3.633;1.342;0.012;0.000;0.001;0.000
São Paulo;2017;impress_o_e_reprodu_o_de_grava_es;Impressão e reprodução de gravações;18;3192;37887;104735330.2;2764.413392;6654911;7622410.353;112626747.3;2972.701647;11.8693609;0.37;1.318946162;0.090;2.337;1.610;0.636;1.454;0.930;0.006;0.000;0.001;0.000
São Paulo;2017;fabrica_o_de_coque_de_produtos_derivados_do_petr_leo_e_de_biocombust_veis;Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis;19;177;39942;180158063.5;4510.4918;83995262;96206599.11;193732302.7;4850.340561;225.6610169;0.29;1.035763697;0.010;0.136;1.646;7.810;2.278;-0.299;-0.001;0.000;0.000;0.000
São Paulo;2017;fabrica_o_de_produtos_qu_micos;Fabricação de produtos químicos;20;3347;129741;679072366.9;5234.061452;126524750;144919077.7;730237940.9;5628.428492;38.76337018;0.48;1.69439761;0.197;2.610;5.646;12.108;9.648;2.212;0.018;0.000;0.001;0.000
São Paulo;2017;fabrica_o_de_produtos_farmoqu_micos_e_farmac_uticos;Fabricação de produtos farmoquímicos e farmacêuticos;21;321;55405;405725590.4;7322.905702;37144461;42544569.58;436295502.8;7874.659377;172.6012461;0.54;1.911765295;0.259;0.252;2.434;3.659;5.832;4.576;0.118;0.001;0.001;0.000
São Paulo;2017;fabrica_o_de_produtos_de_borracha_e_de_material_pl_stico;Fabricação de produtos de borracha e de material plástico;22;5632;179673;530481395.4;2952.48254;46946575;53771727.27;570451193.1;3174.941105;31.90216619;0.44;1.565252703;0.160;4.436;7.765;4.497;7.463;0.936;0.009;0.000;0.001;0.000
São Paulo;2017;fabrica_o_de_produtos_de_minerais_n_o_met_licos;Fabricação de produtos de minerais não-metálicos;23;4768;95905;264199006.7;2754.79909;24637335;28219141.83;284105418;2962.362943;20.11430369;0.26;0.924758733;-0.021;3.265;3.884;2.283;3.565;0.898;0.007;0.000;0.000;0.000
São Paulo;2017;metalurgia;Metalurgia;24;1343;51357;211660413.4;4121.354702;39163701;44857369.24;227608237.4;4431.883431;38.24050633;0.26;0.910516168;-0.025;1.048;2.074;3.414;2.796;1.414;-0.006;0.000;0.000;0.000
São Paulo;2017;fabrica_o_de_produtos_de_metal_exceto_m_quinas_e_equipamentos;Fabricação de produtos de metal, exceto máquinas e equipamentos;25;11021;157513;444591965.1;2822.573153;29786132;34116477.43;478090314.1;3035.24353;14.29207876;0.39;1.388017799;0.110;8.309;6.728;2.796;6.180;0.850;0.006;0.000;0.001;0.000
São Paulo;2017;fabrica_o_de_equipamentos_de_inform_tica_produtos_eletr_nicos_e_pticos;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;26;1476;52200;201104802.6;3852.582425;41740726;47809045.38;216257300.6;4142.860164;35.36585366;0.43;1.520621189;0.148;1.174;2.250;4.005;2.831;1.678;0.015;0.000;0.001;0.000
São Paulo;2017;fabrica_o_de_m_quinas_aparelhos_e_materiais_el_tricos;Fabricação de máquinas, aparelhos e materiais elétricos;27;2036;73112;270033412.5;3693.421224;29179304;33421428.01;290379424.6;3971.706759;35.90962672;0.42;1.466306135;0.132;1.620;3.140;2.766;3.793;1.481;-0.005;0.000;0.001;0.000
São Paulo;2017;fabrica_o_de_m_quinas_e_equipamentos;Fabricação de máquinas e equipamentos;28;5776;153119;639566694.7;4176.925755;58803490;67352415.53;687755663.5;4491.641556;26.50952216;0.48;1.690168613;0.196;4.562;6.662;5.696;9.040;1.490;0.010;0.000;0.001;0.000
São Paulo;2017;fabrica_o_de_ve_culos_automotores_reboques_e_carrocerias;Fabricação de veículos automotores, reboques e carrocerias;29;2264;211382;1011207095;4783.789987;134068977;153560093.9;1087397784;5144.230748;93.36660777;0.53;1.862343541;0.245;1.764;9.268;12.962;14.423;2.234;0.061;0.000;0.001;0.000
